FID,LATITUDE,LONGITUDE,MINERAL,DESCRIPTION,PURETE
228,-13.2483752379999,12.914163281,OR,L'or est un métal précieux qui a une longue histoire d'exploitation au Sénégal.,78.2580341855504
229,-13.3043347689999,12.931273819,OR,L'or est un métal précieux qui a une longue histoire d'exploitation au Sénégal.,78.2580341855504
230,-13.3478115619999,12.993735958,OR,L'or est un métal précieux qui a une longue histoire d'exploitation au Sénégal.,78.2580341855504
231,-13.3200147879999,13.137054611,OR,L'or est un métal précieux qui a une longue histoire d'exploitation au Sénégal.,78.2580341855504
232,-13.3220315569999,13.199249385,OR,L'or est un métal précieux qui a une longue histoire d'exploitation au Sénégal.,78.2580341855504
233,-12.6191878149999,12.677051071,OR,L'or est un métal précieux qui a une longue histoire d'exploitation au Sénégal.,78.2580341855504
234,-12.5984822409999,12.678060114,OR,L'or est un métal précieux qui a une longue histoire d'exploitation au Sénégal.,78.2580341855504
235,-12.5692330609999,12.681380143,OR,L'or est un métal précieux qui a une longue histoire d'exploitation au Sénégal.,78.2580341855504
236,-12.5558770319999,12.677671645,OR,L'or est un métal précieux qui a une longue histoire d'exploitation au Sénégal.,78.2580341855504
237,-12.5557172749999,12.694404613,OR,L'or est un métal précieux qui a une longue histoire d'exploitation au Sénégal.,78.2580341855504
238,-12.5516412809999,12.738593565,OR,L'or est un métal précieux qui a une longue histoire d'exploitation au Sénégal.,78.2580341855504
239,-12.5353732449999,12.783863706,OR,L'or est un métal précieux qui a une longue histoire d'exploitation au Sénégal.,78.2580341855504
240,-12.5118842929999,12.819501273,OR,L'or est un métal précieux qui a une longue histoire d'exploitation au Sénégal.,78.2580341855504
241,-12.4765297149999,12.822750119,OR,L'or est un métal précieux qui a une longue histoire d'exploitation au Sénégal.,78.2580341855504
242,-12.4328801659999,12.803204242,OR,L'or est un métal précieux qui a une longue histoire d'exploitation au Sénégal.,78.2580341855504
243,-12.3965932179999,12.778944392,OR,L'or est un métal précieux qui a une longue histoire d'exploitation au Sénégal.,78.2580341855504
244,-12.3514554799999,12.78686093,OR,L'or est un métal précieux qui a une longue histoire d'exploitation au Sénégal.,78.2580341855504
245,-12.3195458099999,12.810440528,OR,L'or est un métal précieux qui a une longue histoire d'exploitation au Sénégal.,78.2580341855504
246,-12.2948859919999,12.838870193,OR,L'or est un métal précieux qui a une longue histoire d'exploitation au Sénégal.,78.2580341855504
247,-12.2674165209999,12.843531185,OR,L'or est un métal précieux qui a une longue histoire d'exploitation au Sénégal.,78.2580341855504
248,-12.2464431299999,12.849868978,OR,L'or est un métal précieux qui a une longue histoire d'exploitation au Sénégal.,78.2580341855504
249,-12.2509874899999,12.886954912,OR,L'or est un métal précieux qui a une longue histoire d'exploitation au Sénégal.,78.2580341855504
250,-12.2844301339999,12.901125882,OR,L'or est un métal précieux qui a une longue histoire d'exploitation au Sénégal.,78.2580341855504
251,-12.3306611959999,12.910943099,OR,L'or est un métal précieux qui a une longue histoire d'exploitation au Sénégal.,78.2580341855504
252,-12.3658384459999,12.925641893,OR,L'or est un métal précieux qui a une longue histoire d'exploitation au Sénégal.,78.2580341855504
253,-12.3985714299999,12.941507454,OR,L'or est un métal précieux qui a une longue histoire d'exploitation au Sénégal.,78.2580341855504
254,-12.4423855119999,12.946721879,OR,L'or est un métal précieux qui a une longue histoire d'exploitation au Sénégal.,78.2580341855504
255,-12.4911606759999,12.943610352,OR,L'or est un métal précieux qui a une longue histoire d'exploitation au Sénégal.,78.2580341855504
256,-12.5243903109999,12.91046045,OR,L'or est un métal précieux qui a une longue histoire d'exploitation au Sénégal.,78.2580341855504
257,-12.4503027269999,12.887038823,OR,L'or est un métal précieux qui a une longue histoire d'exploitation au Sénégal.,78.2580341855504
258,-12.3859270369999,12.868476251,OR,L'or est un métal précieux qui a une longue histoire d'exploitation au Sénégal.,78.2580341855504
259,-12.3656569409999,12.826443149,OR,L'or est un métal précieux qui a une longue histoire d'exploitation au Sénégal.,78.2580341855504
260,-12.5115550379999,12.852965714,OR,L'or est un métal précieux qui a une longue histoire d'exploitation au Sénégal.,78.2580341855504
261,-12.5557989599999,12.812741259,OR,L'or est un métal précieux qui a une longue histoire d'exploitation au Sénégal.,78.2580341855504
262,-12.5912893389999,12.795138507,OR,L'or est un métal précieux qui a une longue histoire d'exploitation au Sénégal.,78.2580341855504
263,-12.3967645409999,12.762213591,OR,L'or est un métal précieux qui a une longue histoire d'exploitation au Sénégal.,78.2580341855504
264,-12.3383123059999,12.762825998,OR,L'or est un métal précieux qui a une longue histoire d'exploitation au Sénégal.,78.2580341855504
265,-12.2989473059999,12.800669164,OR,L'or est un métal précieux qui a une longue histoire d'exploitation au Sénégal.,78.2580341855504
266,-12.2759826599999,12.863830903,URANIUM,"L'uranium est un élément chimique de symbole U et qui porte le numéro atomique 92. L'uranium naturel est constitué de trois isotopes : l'uranium 238, le plus lourd et le plus abondant, l'uranium 235 et l'uranium 234. L'uranium 235 est le seul isotope fissile.",98.71971526426763
267,-12.3443123779999,12.852580901,URANIUM,"L'uranium est un élément chimique de symbole U et qui porte le numéro atomique 92. L'uranium naturel est constitué de trois isotopes : l'uranium 238, le plus lourd et le plus abondant, l'uranium 235 et l'uranium 234. L'uranium 235 est le seul isotope fissile.",98.71971526426763
268,-12.3476142359999,12.886077898,URANIUM,"L'uranium est un élément chimique de symbole U et qui porte le numéro atomique 92. L'uranium naturel est constitué de trois isotopes : l'uranium 238, le plus lourd et le plus abondant, l'uranium 235 et l'uranium 234. L'uranium 235 est le seul isotope fissile.",98.71971526426763
269,-12.3780415399999,12.88877484,URANIUM,"L'uranium est un élément chimique de symbole U et qui porte le numéro atomique 92. L'uranium naturel est constitué de trois isotopes : l'uranium 238, le plus lourd et le plus abondant, l'uranium 235 et l'uranium 234. L'uranium 235 est le seul isotope fissile.",98.71971526426763
270,-12.4229657919999,12.903563479,URANIUM,"L'uranium est un élément chimique de symbole U et qui porte le numéro atomique 92. L'uranium naturel est constitué de trois isotopes : l'uranium 238, le plus lourd et le plus abondant, l'uranium 235 et l'uranium 234. L'uranium 235 est le seul isotope fissile.",98.71971526426763
271,-12.3985025239999,12.912882488,URANIUM,"L'uranium est un élément chimique de symbole U et qui porte le numéro atomique 92. L'uranium naturel est constitué de trois isotopes : l'uranium 238, le plus lourd et le plus abondant, l'uranium 235 et l'uranium 234. L'uranium 235 est le seul isotope fissile.",98.71971526426763
272,-12.4484154619999,12.916960501,URANIUM,"L'uranium est un élément chimique de symbole U et qui porte le numéro atomique 92. L'uranium naturel est constitué de trois isotopes : l'uranium 238, le plus lourd et le plus abondant, l'uranium 235 et l'uranium 234. L'uranium 235 est le seul isotope fissile.",98.71971526426763
273,-12.4679568899999,12.912369813,URANIUM,"L'uranium est un élément chimique de symbole U et qui porte le numéro atomique 92. L'uranium naturel est constitué de trois isotopes : l'uranium 238, le plus lourd et le plus abondant, l'uranium 235 et l'uranium 234. L'uranium 235 est le seul isotope fissile.",98.71971526426763
274,-12.4803794919999,12.88858515,URANIUM,"L'uranium est un élément chimique de symbole U et qui porte le numéro atomique 92. L'uranium naturel est constitué de trois isotopes : l'uranium 238, le plus lourd et le plus abondant, l'uranium 235 et l'uranium 234. L'uranium 235 est le seul isotope fissile.",98.71971526426763
275,-12.4698232479999,12.847845367,URANIUM,"L'uranium est un élément chimique de symbole U et qui porte le numéro atomique 92. L'uranium naturel est constitué de trois isotopes : l'uranium 238, le plus lourd et le plus abondant, l'uranium 235 et l'uranium 234. L'uranium 235 est le seul isotope fissile.",98.71971526426763
276,-12.4331013829999,12.865416792,URANIUM,"L'uranium est un élément chimique de symbole U et qui porte le numéro atomique 92. L'uranium naturel est constitué de trois isotopes : l'uranium 238, le plus lourd et le plus abondant, l'uranium 235 et l'uranium 234. L'uranium 235 est le seul isotope fissile.",98.71971526426763
277,-12.4084947969999,12.889078249,URANIUM,"L'uranium est un élément chimique de symbole U et qui porte le numéro atomique 92. L'uranium naturel est constitué de trois isotopes : l'uranium 238, le plus lourd et le plus abondant, l'uranium 235 et l'uranium 234. L'uranium 235 est le seul isotope fissile.",98.71971526426763
278,-12.4040404479999,12.848398066,URANIUM,"L'uranium est un élément chimique de symbole U et qui porte le numéro atomique 92. L'uranium naturel est constitué de trois isotopes : l'uranium 238, le plus lourd et le plus abondant, l'uranium 235 et l'uranium 234. L'uranium 235 est le seul isotope fissile.",98.71971526426763
279,-12.3849610669999,12.808768224,URANIUM,"L'uranium est un élément chimique de symbole U et qui porte le numéro atomique 92. L'uranium naturel est constitué de trois isotopes : l'uranium 238, le plus lourd et le plus abondant, l'uranium 235 et l'uranium 234. L'uranium 235 est le seul isotope fissile.",98.71971526426763
280,-12.3680369279999,12.796647997,URANIUM,"L'uranium est un élément chimique de symbole U et qui porte le numéro atomique 92. L'uranium naturel est constitué de trois isotopes : l'uranium 238, le plus lourd et le plus abondant, l'uranium 235 et l'uranium 234. L'uranium 235 est le seul isotope fissile.",98.71971526426763
281,-12.3458313719999,12.823913181,URANIUM,"L'uranium est un élément chimique de symbole U et qui porte le numéro atomique 92. L'uranium naturel est constitué de trois isotopes : l'uranium 238, le plus lourd et le plus abondant, l'uranium 235 et l'uranium 234. L'uranium 235 est le seul isotope fissile.",98.71971526426763
282,-12.3223902629999,12.85235805,URANIUM,"L'uranium est un élément chimique de symbole U et qui porte le numéro atomique 92. L'uranium naturel est constitué de trois isotopes : l'uranium 238, le plus lourd et le plus abondant, l'uranium 235 et l'uranium 234. L'uranium 235 est le seul isotope fissile.",98.71971526426763
283,-12.3147395039999,12.884547526,URANIUM,"L'uranium est un élément chimique de symbole U et qui porte le numéro atomique 92. L'uranium naturel est constitué de trois isotopes : l'uranium 238, le plus lourd et le plus abondant, l'uranium 235 et l'uranium 234. L'uranium 235 est le seul isotope fissile.",98.71971526426763
284,-12.2636741519999,12.875653225,URANIUM,"L'uranium est un élément chimique de symbole U et qui porte le numéro atomique 92. L'uranium naturel est constitué de trois isotopes : l'uranium 238, le plus lourd et le plus abondant, l'uranium 235 et l'uranium 234. L'uranium 235 est le seul isotope fissile.",98.71971526426763
285,-12.2491502559999,12.867135779,URANIUM,"L'uranium est un élément chimique de symbole U et qui porte le numéro atomique 92. L'uranium naturel est constitué de trois isotopes : l'uranium 238, le plus lourd et le plus abondant, l'uranium 235 et l'uranium 234. L'uranium 235 est le seul isotope fissile.",98.71971526426763
286,-12.4181929719999,12.7744357,URANIUM,"L'uranium est un élément chimique de symbole U et qui porte le numéro atomique 92. L'uranium naturel est constitué de trois isotopes : l'uranium 238, le plus lourd et le plus abondant, l'uranium 235 et l'uranium 234. L'uranium 235 est le seul isotope fissile.",98.71971526426763
287,-12.4483692099999,12.801024137,URANIUM,"L'uranium est un élément chimique de symbole U et qui porte le numéro atomique 92. L'uranium naturel est constitué de trois isotopes : l'uranium 238, le plus lourd et le plus abondant, l'uranium 235 et l'uranium 234. L'uranium 235 est le seul isotope fissile.",98.71971526426763
288,-12.4528194739999,12.842899995,URANIUM,"L'uranium est un élément chimique de symbole U et qui porte le numéro atomique 92. L'uranium naturel est constitué de trois isotopes : l'uranium 238, le plus lourd et le plus abondant, l'uranium 235 et l'uranium 234. L'uranium 235 est le seul isotope fissile.",98.71971526426763
289,-12.4878912989999,12.868338174,URANIUM,"L'uranium est un élément chimique de symbole U et qui porte le numéro atomique 92. L'uranium naturel est constitué de trois isotopes : l'uranium 238, le plus lourd et le plus abondant, l'uranium 235 et l'uranium 234. L'uranium 235 est le seul isotope fissile.",98.71971526426763
290,-12.4918779809999,12.834909293,URANIUM,"L'uranium est un élément chimique de symbole U et qui porte le numéro atomique 92. L'uranium naturel est constitué de trois isotopes : l'uranium 238, le plus lourd et le plus abondant, l'uranium 235 et l'uranium 234. L'uranium 235 est le seul isotope fissile.",98.71971526426763
